job_id,job_title,company,sector,location,domain,experience_level,required_skills,preferred_skills,tools_technologies,salary_range,job_description,responsibilities,qualifications
JOB-2483,Big Data Developer,QuantumScale Labs,Enterprise Software,"New York, NY",Data Engineering & Big Data,Mid-Level,"Data Warehousing, Data Pipelines, Relational Databases, Redshift, Databricks, MinIO, Presentation Skills","Apache Kafka, dbt, Kafka Connect, Docker","Redshift, Databricks, MinIO, Kafka Connect, Docker","$110,000 - $145,000","QuantumScale Labs is seeking a motivated Big Data Developer to join our Enterprise Software engineering team in New York, NY. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Data Warehousing, Data Pipelines, Relational Databases, Redshift, Databricks, MinIO, Presentation Skills. Preferred qualifications and bonus skills: Apache Kafka, dbt, Kafka Connect, Docker. Key tools and environments: Redshift, Databricks, MinIO, Kafka Connect, Docker.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Redshift, Databricks, MinIO, Kafka Connect, Docker for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Data Warehousing, Data Pipelines, Relational Databases, Redshift.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Apache Kafka, dbt, Kafka Connect is a strong plus."
JOB-2484,Mobile Software Intern,OmniCommerce Platforms,E-Commerce / SaaS,"Seattle, WA",Mobile Application Development,Mid-Level,"REST APIs, State Management, Git, Kotlin, Flutter, Android Studio, Critical Thinking","CoreData, Offline Sync, App Store Deployment, Fastlane, Postman","Android Studio, Fastlane, Postman","$110,000 - $145,000","OmniCommerce Platforms is seeking a motivated Mobile Software Intern to join our E-Commerce / SaaS engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: REST APIs, State Management, Git, Kotlin, Flutter, Android Studio, Critical Thinking. Preferred qualifications and bonus skills: CoreData, Offline Sync, App Store Deployment, Fastlane, Postman. Key tools and environments: Android Studio, Fastlane, Postman.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Android Studio, Fastlane, Postman for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with REST APIs, State Management, Git, Kotlin.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with CoreData, Offline Sync, App Store Deployment is a strong plus."
JOB-2485,Associate Platform Engineer,StreamLine Interactive,Digital Media & Gaming,"Los Angeles, CA",Cloud Architecture & DevOps,Entry-Level,"CI/CD, Networking Basics, Cloud Computing, Bash Scripting, Nginx, ELK Stack, Jenkins, Problem Solving, Presentation Skills","AWS, Terraform, GitLab CI, Datadog","Nginx, ELK Stack, Jenkins, GitLab CI, Datadog","$70,000 - $95,000","StreamLine Interactive is seeking a motivated Associate Platform Engineer to join our Digital Media & Gaming engineering team in Los Angeles, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cloud Architecture & DevOps. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: CI/CD, Networking Basics, Cloud Computing, Bash Scripting, Nginx, ELK Stack, Jenkins, Problem Solving, Presentation Skills. Preferred qualifications and bonus skills: AWS, Terraform, GitLab CI, Datadog. Key tools and environments: Nginx, ELK Stack, Jenkins, GitLab CI, Datadog.","1. Design, test, and implement features aligned with Cloud Architecture & DevOps architecture standards.
2. Utilize tools such as Nginx, ELK Stack, Jenkins, GitLab CI, Datadog for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with CI/CD, Networking Basics, Cloud Computing, Bash Scripting.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with AWS, Terraform, GitLab CI is a strong plus."
JOB-2486,Associate React Native Developer,OmniCommerce Platforms,E-Commerce / SaaS,"Seattle, WA",Mobile Application Development,Entry-Level,"State Management, Mobile UI Design, Kotlin, Firebase, Critical Thinking, Code Documentation","Room Database, App Store Deployment, SwiftUI, Jetpack Compose, Postman","Firebase, Postman","$70,000 - $95,000","OmniCommerce Platforms is seeking a motivated Associate React Native Developer to join our E-Commerce / SaaS engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: State Management, Mobile UI Design, Kotlin, Firebase, Critical Thinking, Code Documentation. Preferred qualifications and bonus skills: Room Database, App Store Deployment, SwiftUI, Jetpack Compose, Postman. Key tools and environments: Firebase, Postman.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Firebase, Postman for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with State Management, Mobile UI Design, Kotlin, Firebase.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Room Database, App Store Deployment, SwiftUI is a strong plus."
JOB-2487,Junior Data Analyst,CipherShield Cybersecurity,Cybersecurity,"Reston, VA",Business Intelligence & Analytics,Junior,"Data Visualization, SQL, Business Metrics, Tableau Desktop, SQL Server, HubSpot, Critical Thinking","ETL Basics, DAX, Python for Analytics, Predictive Analytics, Mixpanel, Power BI Service","Tableau Desktop, SQL Server, HubSpot, Mixpanel, Power BI Service","$85,000 - $115,000","CipherShield Cybersecurity is seeking a motivated Junior Data Analyst to join our Cybersecurity engineering team in Reston, VA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Data Visualization, SQL, Business Metrics, Tableau Desktop, SQL Server, HubSpot, Critical Thinking. Preferred qualifications and bonus skills: ETL Basics, DAX, Python for Analytics, Predictive Analytics, Mixpanel, Power BI Service. Key tools and environments: Tableau Desktop, SQL Server, HubSpot, Mixpanel, Power BI Service.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Tableau Desktop, SQL Server, HubSpot, Mixpanel, Power BI Service for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Data Visualization, SQL, Business Metrics, Tableau Desktop.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with ETL Basics, DAX, Python for Analytics is a strong plus."
JOB-2488,Cloud Infrastructure Engineer,StreamLine Interactive,Digital Media & Gaming,"Austin, TX",Cloud Architecture & DevOps,Mid-Level,"CI/CD, Linux, Docker, Cloud Computing, ArgoCD, Terraform Cloud, ELK Stack, Presentation Skills","Azure, Terraform, GCP, Ansible, Datadog","ArgoCD, Terraform Cloud, ELK Stack, Datadog","$110,000 - $145,000","StreamLine Interactive is seeking a motivated Cloud Infrastructure Engineer to join our Digital Media & Gaming engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cloud Architecture & DevOps. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: CI/CD, Linux, Docker, Cloud Computing, ArgoCD, Terraform Cloud, ELK Stack, Presentation Skills. Preferred qualifications and bonus skills: Azure, Terraform, GCP, Ansible, Datadog. Key tools and environments: ArgoCD, Terraform Cloud, ELK Stack, Datadog.","1. Design, test, and implement features aligned with Cloud Architecture & DevOps architecture standards.
2. Utilize tools such as ArgoCD, Terraform Cloud, ELK Stack, Datadog for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with CI/CD, Linux, Docker, Cloud Computing.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Azure, Terraform, GCP is a strong plus."
JOB-2489,Associate BI Developer,OmniCommerce Platforms,E-Commerce / SaaS,"Seattle, WA",Business Intelligence & Analytics,Entry-Level,"Excel & Spreadsheets, Power BI, Exploratory Data Analysis, SQL, Power BI Service, HubSpot, Mixpanel, Adaptability, Critical Thinking","DAX, Google Analytics 4, Data Storytelling, SQL Server, Tableau Desktop","Power BI Service, HubSpot, Mixpanel, SQL Server, Tableau Desktop","$70,000 - $95,000","OmniCommerce Platforms is seeking a motivated Associate BI Developer to join our E-Commerce / SaaS engineering team in Seattle, WA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Excel & Spreadsheets, Power BI, Exploratory Data Analysis, SQL, Power BI Service, HubSpot, Mixpanel, Adaptability, Critical Thinking. Preferred qualifications and bonus skills: DAX, Google Analytics 4, Data Storytelling, SQL Server, Tableau Desktop. Key tools and environments: Power BI Service, HubSpot, Mixpanel, SQL Server, Tableau Desktop.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Power BI Service, HubSpot, Mixpanel, SQL Server, Tableau Desktop for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Excel & Spreadsheets, Power BI, Exploratory Data Analysis, SQL.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with DAX, Google Analytics 4, Data Storytelling is a strong plus."
JOB-2490,Data Engineer,CipherShield Cybersecurity,Cybersecurity,"Washington, DC",Data Engineering & Big Data,Mid-Level,"Data Warehousing, Linux, Relational Databases, Redshift, Presentation Skills","Data Modeling, Snowflake, dbt, Kafka Connect, MinIO","Redshift, Kafka Connect, MinIO","$110,000 - $145,000","CipherShield Cybersecurity is seeking a motivated Data Engineer to join our Cybersecurity engineering team in Washington, DC. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Data Warehousing, Linux, Relational Databases, Redshift, Presentation Skills. Preferred qualifications and bonus skills: Data Modeling, Snowflake, dbt, Kafka Connect, MinIO. Key tools and environments: Redshift, Kafka Connect, MinIO.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Redshift, Kafka Connect, MinIO for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Data Warehousing, Linux, Relational Databases, Redshift.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Data Modeling, Snowflake, dbt is a strong plus."
JOB-2491,Junior Mobile App Developer,DataSphere Analytics,Big Data & Analytics,"Austin, TX",Mobile Application Development,Junior,"React Native, Kotlin, Mobile UI Design, Swift, State Management, Gradle, Time Management, Problem Solving","Jetpack Compose, Room Database, Offline Sync, App Store Deployment, Figma, Android Studio","Gradle, Figma, Android Studio","$85,000 - $115,000","DataSphere Analytics is seeking a motivated Junior Mobile App Developer to join our Big Data & Analytics engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: React Native, Kotlin, Mobile UI Design, Swift, State Management, Gradle, Time Management, Problem Solving. Preferred qualifications and bonus skills: Jetpack Compose, Room Database, Offline Sync, App Store Deployment, Figma, Android Studio. Key tools and environments: Gradle, Figma, Android Studio.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Gradle, Figma, Android Studio for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with React Native, Kotlin, Mobile UI Design, Swift.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, Room Database, Offline Sync is a strong plus."
JOB-2492,IoT Systems Engineer,RoboMotion Dynamics,Robotics & IoT,"Detroit, MI",Embedded Systems & IoT,Mid-Level,"RTOS, Electronics Fundamentals, C++, Linux, Microcontrollers, Keil uVision, Agile & Scrum, Technical Writing","BLE / Zigbee, Device Drivers, Embedded Linux, Logic Analyzer","Keil uVision, Logic Analyzer","$110,000 - $145,000","RoboMotion Dynamics is seeking a motivated IoT Systems Engineer to join our Robotics & IoT engineering team in Detroit, MI. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: RTOS, Electronics Fundamentals, C++, Linux, Microcontrollers, Keil uVision, Agile & Scrum, Technical Writing. Preferred qualifications and bonus skills: BLE / Zigbee, Device Drivers, Embedded Linux, Logic Analyzer. Key tools and environments: Keil uVision, Logic Analyzer.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as Keil uVision, Logic Analyzer for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with RTOS, Electronics Fundamentals, C++, Linux.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with BLE / Zigbee, Device Drivers, Embedded Linux is a strong plus."
JOB-2493,Junior Operations Analyst,OmniCommerce Platforms,E-Commerce / SaaS,"Denver, CO",Business Intelligence & Analytics,Junior,"SQL, Power BI, Exploratory Data Analysis, Data Visualization, Tableau, Mixpanel, Tableau Desktop, Looker, Agile & Scrum, Presentation Skills","Python for Analytics, Data Storytelling, Cohort Analysis, DAX, SQL Server","Mixpanel, Tableau Desktop, Looker, SQL Server","$85,000 - $115,000","OmniCommerce Platforms is seeking a motivated Junior Operations Analyst to join our E-Commerce / SaaS engineering team in Denver, CO. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Business Intelligence & Analytics. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: SQL, Power BI, Exploratory Data Analysis, Data Visualization, Tableau, Mixpanel, Tableau Desktop, Looker, Agile & Scrum, Presentation Skills. Preferred qualifications and bonus skills: Python for Analytics, Data Storytelling, Cohort Analysis, DAX, SQL Server. Key tools and environments: Mixpanel, Tableau Desktop, Looker, SQL Server.","1. Design, test, and implement features aligned with Business Intelligence & Analytics architecture standards.
2. Utilize tools such as Mixpanel, Tableau Desktop, Looker, SQL Server for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with SQL, Power BI, Exploratory Data Analysis, Data Visualization.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Python for Analytics, Data Storytelling, Cohort Analysis is a strong plus."
JOB-2494,Associate React / Node.js Developer,DataSphere Analytics,Big Data & Analytics,"Chicago, IL",Full Stack Web Development,Entry-Level,"REST APIs, HTML5, Express.js, SQL, Vercel, GitHub Actions, Docker, Adaptability","MongoDB, WebSockets, Webpack","Vercel, GitHub Actions, Docker, Webpack","$70,000 - $95,000","DataSphere Analytics is seeking a motivated Associate React / Node.js Developer to join our Big Data & Analytics engineering team in Chicago, IL. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Full Stack Web Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: REST APIs, HTML5, Express.js, SQL, Vercel, GitHub Actions, Docker, Adaptability. Preferred qualifications and bonus skills: MongoDB, WebSockets, Webpack. Key tools and environments: Vercel, GitHub Actions, Docker, Webpack.","1. Design, test, and implement features aligned with Full Stack Web Development architecture standards.
2. Utilize tools such as Vercel, GitHub Actions, Docker, Webpack for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with REST APIs, HTML5, Express.js, SQL.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with MongoDB, WebSockets, Webpack is a strong plus."
JOB-2495,AI Research Intern,NeuralByte AI,Artificial Intelligence,"Boston, MA",AI & Machine Learning,Mid-Level,"Pandas, Machine Learning, Data Analysis, AWS SageMaker, FastAPI, Presentation Skills","Hugging Face, NLP, Git, Jupyter","AWS SageMaker, FastAPI, Git, Jupyter","$110,000 - $145,000","NeuralByte AI is seeking a motivated AI Research Intern to join our Artificial Intelligence engineering team in Boston, MA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in AI & Machine Learning. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Pandas, Machine Learning, Data Analysis, AWS SageMaker, FastAPI, Presentation Skills. Preferred qualifications and bonus skills: Hugging Face, NLP, Git, Jupyter. Key tools and environments: AWS SageMaker, FastAPI, Git, Jupyter.","1. Design, test, and implement features aligned with AI & Machine Learning architecture standards.
2. Utilize tools such as AWS SageMaker, FastAPI, Git, Jupyter for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Pandas, Machine Learning, Data Analysis, AWS SageMaker.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Hugging Face, NLP, Git is a strong plus."
JOB-2496,Associate Firmware Developer,NeuralByte AI,Artificial Intelligence,"Boston, MA",Embedded Systems & IoT,Entry-Level,"Linux, C, Electronics Fundamentals, Microcontrollers, UART/SPI/I2C Protocols, STM32CubeIDE, Team Collaboration, Agile & Scrum","PCB Basics, Device Drivers, MQTT, BLE / Zigbee, PlatformIO, Arduino","STM32CubeIDE, PlatformIO, Arduino","$70,000 - $95,000","NeuralByte AI is seeking a motivated Associate Firmware Developer to join our Artificial Intelligence engineering team in Boston, MA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Embedded Systems & IoT. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Linux, C, Electronics Fundamentals, Microcontrollers, UART/SPI/I2C Protocols, STM32CubeIDE, Team Collaboration, Agile & Scrum. Preferred qualifications and bonus skills: PCB Basics, Device Drivers, MQTT, BLE / Zigbee, PlatformIO, Arduino. Key tools and environments: STM32CubeIDE, PlatformIO, Arduino.","1. Design, test, and implement features aligned with Embedded Systems & IoT architecture standards.
2. Utilize tools such as STM32CubeIDE, PlatformIO, Arduino for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Linux, C, Electronics Fundamentals, Microcontrollers.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with PCB Basics, Device Drivers, MQTT is a strong plus."
JOB-2497,Junior Cybersecurity Analyst,Apex Cloud Systems,Cloud Infrastructure,"San Francisco, CA",Cybersecurity & Network Defense,Junior,"Linux, Firewalls, Security Fundamentals, Wireshark, Nessus, Problem Solving, Technical Writing","Incident Response, Ethical Hacking, Penetration Testing, Snort, Kali Linux","Wireshark, Nessus, Snort, Kali Linux","$85,000 - $115,000","Apex Cloud Systems is seeking a motivated Junior Cybersecurity Analyst to join our Cloud Infrastructure engineering team in San Francisco, CA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Cybersecurity & Network Defense. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Linux, Firewalls, Security Fundamentals, Wireshark, Nessus, Problem Solving, Technical Writing. Preferred qualifications and bonus skills: Incident Response, Ethical Hacking, Penetration Testing, Snort, Kali Linux. Key tools and environments: Wireshark, Nessus, Snort, Kali Linux.","1. Design, test, and implement features aligned with Cybersecurity & Network Defense architecture standards.
2. Utilize tools such as Wireshark, Nessus, Snort, Kali Linux for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Linux, Firewalls, Security Fundamentals, Wireshark.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Incident Response, Ethical Hacking, Penetration Testing is a strong plus."
JOB-2498,Associate Big Data Developer,DataSphere Analytics,Big Data & Analytics,"Austin, TX",Data Engineering & Big Data,Entry-Level,"ETL, Git, Python, Relational Databases, Tableau, Problem Solving","Data Modeling, Snowflake, AWS S3","Tableau, AWS S3","$70,000 - $95,000","DataSphere Analytics is seeking a motivated Associate Big Data Developer to join our Big Data & Analytics engineering team in Austin, TX. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: ETL, Git, Python, Relational Databases, Tableau, Problem Solving. Preferred qualifications and bonus skills: Data Modeling, Snowflake, AWS S3. Key tools and environments: Tableau, AWS S3.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Tableau, AWS S3 for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with ETL, Git, Python, Relational Databases.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Data Modeling, Snowflake, AWS S3 is a strong plus."
JOB-2499,Junior Android Developer,DataSphere Analytics,Big Data & Analytics,"Chicago, IL",Mobile Application Development,Junior,"React Native, Git, Kotlin, Gradle, Problem Solving, Time Management","Jetpack Compose, Offline Sync, App Store Deployment, Firebase, Postman","Gradle, Firebase, Postman","$85,000 - $115,000","DataSphere Analytics is seeking a motivated Junior Android Developer to join our Big Data & Analytics engineering team in Chicago, IL. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Mobile Application Development. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: React Native, Git, Kotlin, Gradle, Problem Solving, Time Management. Preferred qualifications and bonus skills: Jetpack Compose, Offline Sync, App Store Deployment, Firebase, Postman. Key tools and environments: Gradle, Firebase, Postman.","1. Design, test, and implement features aligned with Mobile Application Development architecture standards.
2. Utilize tools such as Gradle, Firebase, Postman for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with React Native, Git, Kotlin, Gradle.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with Jetpack Compose, Offline Sync, App Store Deployment is a strong plus."
JOB-2500,Junior Data Platform Engineer,OmniCommerce Platforms,E-Commerce / SaaS,"Atlanta, GA",Data Engineering & Big Data,Junior,"Python, Data Warehousing, ETL, Relational Databases, Redshift, Databricks, Team Collaboration, Time Management","dbt, Hadoop, PostgreSQL","Redshift, Databricks, PostgreSQL","$85,000 - $115,000","OmniCommerce Platforms is seeking a motivated Junior Data Platform Engineer to join our E-Commerce / SaaS engineering team in Atlanta, GA. In this role, you will collaborate on designing, developing, and deploying mission-critical solutions in Data Engineering & Big Data. Key responsibilities include writing robust, maintainable code, actively participating in code reviews, optimizing system performance, and working in an agile environment. Required technical proficiencies: Python, Data Warehousing, ETL, Relational Databases, Redshift, Databricks, Team Collaboration, Time Management. Preferred qualifications and bonus skills: dbt, Hadoop, PostgreSQL. Key tools and environments: Redshift, Databricks, PostgreSQL.","1. Design, test, and implement features aligned with Data Engineering & Big Data architecture standards.
2. Utilize tools such as Redshift, Databricks, PostgreSQL for continuous integration, monitoring, and quality assurance.
3. Partner with senior engineers and product managers to translate product specifications into production-grade systems.
4. Troubleshoot and debug complex technical bottlenecks and ensure data security best practices.","- Bachelor's or Master's in Computer Science, Data Science, Software Engineering, or related technical field.
- Demonstrated hands-on competence with Python, Data Warehousing, ETL, Relational Databases.
- Strong grasp of Problem Solving, Critical Thinking, Agile & Scrum in a collaborative sprint framework.
- Familiarity with dbt, Hadoop, PostgreSQL is a strong plus."
